fen,move,game_id
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 3 3,d7d5,155
rnbqkb1r/ppp1p1pp/5n2/3p1p2/3P1B2/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 1 4,b8c6,155
r1bqkb1r/ppp1p1pp/2n2n2/1N1p1p2/3P1B2/5N2/PPP1PPPP/R2QKB1R b KQkq - 3 5,c8d7,155
r2qkb1r/ppNbp1pp/2n2n2/3p1p2/3P1B2/5N2/PPP1PPPP/R2QKB1R b KQkq - 0 6,e8f7,155
N2q1b1r/pp1bpkpp/2n2n2/3p1p2/3P1B2/5N2/PPP1PPPP/R2QKB1R b KQ - 0 7,d8a8,155
q4b1r/pp1bpkpp/2n2n2/3p1p2/3P1B2/4PN2/PPP2PPP/R2QKB1R b KQ - 0 8,f6h5,155
q4b1r/pp1bpkpp/2n5/3p1pNn/3P1B2/4P3/PPP2PPP/R2QKB1R b KQ - 2 9,f7g8,155
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,156
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,156
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,c2c3,156
r2qkbnr/ppp1pppp/2n5/3p1b2/3P4/2P2N2/PP2PPPP/RNBQKB1R w KQkq - 1 4,e2e3,156
r3kbnr/ppp1pppp/2nq4/3p1b2/3P4/2P1PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,b1d2,156
r3kbnr/ppp2ppp/2nq4/3ppb2/3P4/2P1PN2/PP1N1PPP/R1BQKB1R w KQkq - 0 6,f3h4,156
r3kbnr/ppp2ppp/2nqb3/3pp3/3P3N/2P1P3/PP1N1PPP/R1BQKB1R w KQkq - 2 7,f1d3,156
r3kbnr/ppp2ppp/2nqb3/3p4/3p3N/2PBP3/PP1N1PPP/R1BQK2R w KQkq - 0 8,e3d4,156
r3k1nr/ppp1bppp/2nqb3/3p4/3P3N/2PB4/PP1N1PPP/R1BQK2R w KQkq - 1 9,h4f3,156
r3k2r/ppp1bppp/2nqbn2/3p4/3P4/2PB1N2/PP1N1PPP/R1BQK2R w KQkq - 3 10,e1g1,156
r3k2r/ppp1bppp/2nq1n2/3p4/3P2b1/2PB1N2/PP1N1PPP/R1BQ1RK1 w kq - 5 11,f1e1,156
r3k2r/ppp1bppp/2nq4/3p3n/3P2b1/2PB1N2/PP1N1PPP/R1BQR1K1 w kq - 7 12,h2h3,156
r3k2r/ppp1bppp/2nqb3/3p3n/3P4/2PB1N1P/PP1N1PP1/R1BQR1K1 w kq - 1 13,f3g5,156
r3k2r/ppp2ppp/2nqb3/3p2bn/3P4/2PB3P/PP1N1PP1/R1BQR1K1 w kq - 0 14,d1h5,156
r3k2r/ppp2ppp/2nqbb2/3p3Q/3P4/2PB3P/PP1N1PP1/R1B1R1K1 w kq - 1 15,c3c4,156
r4rk1/ppp2ppp/2nqbb2/3p3Q/2PP4/3B3P/PP1N1PP1/R1B1R1K1 w - - 1 16,h5h7,156
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,157
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,157
rn1qkbnr/ppp1pppp/8/3p4/3P2b1/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,e2e3,157
rn1qkbnr/ppp1pppp/8/3p4/3P4/4Pb2/PPP2PPP/RNBQKB1R w KQkq - 0 4,d1f3,157
rn1qkb1r/ppp1pppp/5n2/3p4/3P4/4PQ2/PPP2PPP/RNB1KB1R w KQkq - 1 5,f1d3,157
r2qkb1r/ppp1pppp/2n2n2/3p4/3P4/3BPQ2/PPP2PPP/RNB1K2R w KQkq - 3 6,c2c3,157
r2qkb1r/ppp2ppp/2n1pn2/3p4/3P4/2PBPQ2/PP3PPP/RNB1K2R w KQkq - 0 7,b1d2,157
r2qkb1r/ppp2ppp/2n2n2/3pp3/3P4/2PBPQ2/PP1N1PPP/R1B1K2R w KQkq - 0 8,d3c2,157
r2qkb1r/ppp2ppp/2n2n2/3p4/3Pp3/2P1PQ2/PPBN1PPP/R1B1K2R w KQkq - 0 9,f3e2,157
r2qk2r/ppp2ppp/2nb1n2/3p4/3Pp3/2P1P3/PPBNQPPP/R1B1K2R w KQkq - 2 10,e1g1,157
r2q1rk1/ppp2ppp/2nb1n2/3p4/3Pp3/2P1P3/PPBNQPPP/R1B2RK1 w - - 4 11,f2f3,157
r2q1rk1/1pp2ppp/p1nb1n2/3p4/3Pp3/2P1PP2/PPBNQ1PP/R1B2RK1 w - - 0 12,f3e4,157
r2q1rk1/1pp2ppp/p1nb4/3p4/3Pn3/2P1P3/PPBNQ1PP/R1B2RK1 w - - 0 13,d2e4,157
r2q1rk1/1pp2ppp/p1nb4/8/3Pp3/2P1P3/PPB1Q1PP/R1B2RK1 w - - 0 14,e2g4,157
r2q1rk1/1pp3pp/p1nb4/5p2/3Pp1Q1/2P1P3/PPB3PP/R1B2RK1 w - - 0 15,g4h3,157
r2q1rk1/1pp1n1pp/p2b4/5p2/3Pp3/2P1P2Q/PPB3PP/R1B2RK1 w - - 2 16,g2g4,157
r4rk1/1ppqn1pp/p2b4/5p2/3Pp1P1/2P1P2Q/PPB4P/R1B2RK1 w - - 1 17,c1d2,157
r4rk1/1ppqn1pp/p2b4/8/3Pp1p1/2P1P2Q/PPBB3P/R4RK1 w - - 0 18,f1f8,157
5rk1/1ppqn1pp/p2b4/8/3Pp1p1/2P1P2Q/PPBB3P/R5K1 w - - 0 19,h3g2,157
5rk1/1p1qn1pp/p2b4/2p5/3Pp1p1/2P1P3/PPBB2QP/R5K1 w - - 0 20,a1f1,157
5rk1/1p1qn1pp/p2b4/8/3pp1p1/2P1P3/PPBB2QP/5RK1 w - - 0 21,f1f8,157
5k2/1p1qn1pp/p2b4/8/3pp1p1/2P1P3/PPBB2QP/6K1 w - - 0 22,e3d4,157
5k2/1p1qn2p/p2b2p1/8/3Pp1p1/2P5/PPBB2QP/6K1 w - - 0 23,c2e4,157
5k2/3qn2p/p2b2p1/1p6/3PB1p1/2P5/PP1B2QP/6K1 w - - 0 24,g2f1,157
8/3qn1kp/p2b2p1/1p6/3PB1p1/2P5/PP1B3P/5QK1 w - - 2 25,b2b4,157
8/3qn1kp/p2b2p1/1p6/1P1PB3/2P3p1/P2B3P/5QK1 w - - 0 26,h2g3,157
8/3qn1kp/p5p1/1p6/1P1PB3/2P3b1/P2B4/5QK1 w - - 0 27,d2f4,157
8/4n1kp/p5p1/1p6/1P1PBBq1/2P3b1/P7/5QK1 w - - 2 28,f4e5,157
8/4n1kp/p5p1/1p2b3/1P1PB1q1/2P5/P7/5QK1 w - - 0 29,g1h1,157
8/4n1kp/p5p1/1p2b3/1P1Pq3/2P5/P7/5Q1K w - - 0 30,h1g1,157
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,158
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,158
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,e2e3,158
rn1qkb1r/ppp1pppp/5n2/3p4/3P2b1/4PN2/PPP2PPP/RNBQKB1R w KQkq - 1 4,f1d3,158
rn1qkb1r/ppp2ppp/4pn2/3p4/3P2b1/3BPN2/PPP2PPP/RNBQK2R w KQkq - 0 5,b1d2,158
rn1qk2r/ppp2ppp/4pn2/3p4/1b1P2b1/3BPN2/PPPN1PPP/R1BQK2R w KQkq - 2 6,c2c3,158
rn1qk2r/ppp2ppp/4pn2/b2p4/3P2b1/2PBPN2/PP1N1PPP/R1BQK2R w KQkq - 1 7,e1g1,158
rn2k2r/ppp1qppp/4pn2/b2p4/3P2b1/2PBPN2/PP1N1PPP/R1BQ1RK1 w kq - 3 8,d1e2,158
r3k2r/ppp1qppp/2n1pn2/b2p4/3P2b1/2PBPN2/PP1NQPPP/R1B2RK1 w kq - 5 9,f1e1,158
2kr3r/ppp1qppp/2n1pn2/b2p4/3P2b1/2PBPN2/PP1NQPPP/R1B1R1K1 w - - 7 10,e3e4,158
2kr3r/ppp1qppp/2n2n2/b2pp3/3PP1b1/2PB1N2/PP1NQPPP/R1B1R1K1 w - - 0 11,e4d5,158
2kr3r/ppp1qppp/2n5/b2np3/3P2b1/2PB1N2/PP1NQPPP/R1B1R1K1 w - - 0 12,h2h3,158
2kr3r/ppp1qppp/2n5/b2np2b/3P4/2PB1N1P/PP1NQPP1/R1B1R1K1 w - - 1 13,d3f5,158
1k1r3r/ppp1qppp/2n5/b2npB1b/3P4/2P2N1P/PP1NQPP1/R1B1R1K1 w - - 3 14,c3c4,158
1k1r3r/ppp1qppp/2n2n2/b3pB1b/2PP4/5N1P/PP1NQPP1/R1B1R1K1 w - - 1 15,d2e4,158
1k1r3r/ppp1qppp/5n2/b3pB1b/2PnN3/5N1P/PP2QPP1/R1B1R1K1 w - - 0 16,e2e3,158
1k1r3r/ppp1qppp/5n2/4pB1b/2PnN3/4QN1P/PP3PP1/R1B1b1K1 w - - 0 17,e3e1,158
1k1r3r/ppp1qppp/5n2/4pB1b/2P1N3/5N1P/PPn2PP1/R1B1Q1K1 w - - 1 18,e1c3,158
1k1r3r/ppp1qppp/5n2/4pB1b/2P1N3/2Q2N1P/PP3PP1/n1B3K1 w - - 0 19,c1g5,158
1k1r3r/ppp1qppp/5n2/4pBB1/2P1N3/2Q2b1P/PP3PP1/n5K1 w - - 0 20,g2f3,158
1k1r3r/ppp1qpp1/5n1p/4pBB1/2P1N3/2Q2P1P/PP3P2/n5K1 w - - 0 21,g5f6,158
1k1r3r/ppp1qp2/5p1p/4pB2/2P1N3/2Q2P1P/PP3P2/n5K1 w - - 0 22,f3f4,158
1k5r/ppp1qp2/5p1p/4pB2/2P1NP2/2Q4P/PP3P2/n2r2K1 w - - 1 23,g1g2,158
1k4r1/ppp1qp2/5p1p/4pB2/2P1NP2/2Q4P/PP3PK1/n2r4 w - - 3 24,g2h2,158
1k4r1/ppp1qp2/5p1p/4pB2/2P1NP2/2Q4P/PP3P1K/n5r1 w - - 5 25,f4e5,158
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5,159
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,b8c6,159
r1bqkbnr/ppp1pppp/2n5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,g8f6,159
r1bqkb1r/ppp1pppp/2n2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 4 4,e7e6,159
r1bqkb1r/ppp2ppp/2n1pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 5,f8e7,159
r1bqk2r/ppp1bppp/2n1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 6,d5c4,159
r1bqk2r/ppp1bppp/2n1pn2/6B1/2BP4/2N1PN2/PP3PPP/R2QK2R b KQkq - 0 7,e8g8,159
r1bq1rk1/ppp1bppp/2n1pn2/6B1/2BP4/2N1PN2/PP3PPP/R2Q1RK1 b - - 2 8,h7h6,159
r1bq1rk1/ppp1bpp1/2n1pn1p/8/2BP3B/2N1PN2/PP3PPP/R2Q1RK1 b - - 1 9,e7d6,159
r1bq1rk1/ppp2pp1/2nbpn1p/1N6/2BP3B/4PN2/PP3PPP/R2Q1RK1 b - - 3 10,g7g5,159
r1bq1rk1/ppp2p2/2nbpn1p/1N4N1/2BP3B/4P3/PP3PPP/R2Q1RK1 b - - 0 11,h6g5,159
r1bq1rk1/ppp2p2/2nbpn2/1N4B1/2BP4/4P3/PP3PPP/R2Q1RK1 b - - 0 12,e6e5,159
r1bq1rk1/ppp2p2/2nN1n2/4p1B1/2BP4/4P3/PP3PPP/R2Q1RK1 b - - 0 13,d8d6,159
r1b2rk1/ppp2p2/2nq1B2/4p3/2BP4/4P3/PP3PPP/R2Q1RK1 b - - 0 14,d6f6,159
r1b2rk1/ppp2p2/2n2q2/4p3/2BP2Q1/4P3/PP3PPP/R4RK1 b - - 1 15,c8g4,159
r4rk1/ppp2p2/2n2q2/3Bp3/3P2b1/4P3/PP3PPP/R4RK1 b - - 1 16,f6g6,159
r4rk1/ppp2p2/2B3q1/4p3/3P2b1/4P3/PP3PPP/R4RK1 b - - 0 17,b7c6,159
r4rk1/p1p2p2/2p3q1/4p3/3P2b1/4P3/PP3PPP/2R2RK1 b - - 1 18,g4f3,159
r4rk1/p1p2p2/2R3q1/4p3/3P4/4Pb2/PP3PPP/5RK1 b - - 0 19,g6g2,159
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c5,160
rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,b7b6,160
rnbqkbnr/p2ppppp/1p6/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,b8c6,160
r1bqkbnr/p2ppppp/1pn5/2P5/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,b6c5,160
r1bqkbnr/p2ppppp/2n5/1Bp5/4P3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 5,c8b7,160
r2qkbnr/pb1ppppp/2n5/1Bp5/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 3 6,g8f6,160
r2qkb1r/pb1ppppp/2n2n2/1Bp1P3/8/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 7,c6d4,160
r2qkb1r/pb1ppppp/5n2/1Bp1P3/3N4/2N5/PPP2PPP/R1BQK2R b KQkq - 0 8,c5d4,160
r2qkb1r/pb1ppppp/5n2/1B2P3/3Q4/2N5/PPP2PPP/R1B1K2R b KQkq - 0 9,b7g2,160
r2qkb1r/p2ppppp/5n2/1B2P3/3Q4/2N5/PPP2PbP/R1B1K1R1 b Qkq - 1 10,g2c6,160
r2qkb1r/p2ppppp/2b2P2/1B6/3Q4/2N5/PPP2P1P/R1B1K1R1 b Qkq - 0 11,c6b5,160
r2qkb1r/p2ppppp/5P2/1N6/3Q4/8/PPP2P1P/R1B1K1R1 b Qkq - 0 12,e7f6,160
r2qkb1r/p2p1ppp/5p2/1N6/3Q1B2/8/PPP2P1P/R3K1R1 b Qkq - 1 13,d8e7,160
r3kb1r/p2pqppp/5p2/1N6/3Q4/4B3/PPP2P1P/R3K1R1 b Qkq - 3 14,e7b4,160
r3kb1r/p2p1ppp/5p2/1N6/1q1Q4/2P1B3/PP3P1P/R3K1R1 b Qkq - 0 15,b4d4,160
r3kb1r/p2p1ppp/5p2/1N6/3B4/2P5/PP3P1P/R3K1R1 b Qkq - 0 16,a8b8,160
1r2kb1r/p1Np1ppp/5p2/8/3B4/2P5/PP3P1P/R3K1R1 b Qk - 2 17,e8d8,160
1r1k1b1r/p2p1ppp/5p2/3N4/3B4/2P5/PP3P1P/R3K1R1 b Q - 4 18,b8b2,160
3k1b1r/p2p1ppp/5p2/3N4/3B4/2P3R1/Pr3P1P/R3K3 b Q - 1 19,f8d6,160
3k3r/p2p1ppp/3b1p2/3N4/2PB4/6R1/Pr3P1P/R3K3 b Q - 0 20,d6g3,160
3k3r/p2p1ppp/5p2/3N4/2PB4/6P1/Pr3P2/R3K3 b Q - 0 21,h8e8,160
3kr3/p2p1ppp/5p2/8/2PB4/4N1P1/Pr3P2/R3K3 b Q - 2 22,e8e4,160
3k4/p2p1ppp/5p2/8/2P1r3/4N1P1/PB3P2/R3K3 b Q - 0 23,f6f5,160
3k4/p2p1ppp/8/5p2/2P1r3/4N1P1/PB3P2/2KR4 b - - 1 24,f5f4,160
3k4/p2p1ppp/8/8/2P1rP2/4N3/PB3P2/2KR4 b - - 0 25,e4f4,160
3k4/p2p1pBp/8/8/2P2r2/4N3/P4P2/2KR4 b - - 0 26,f4f2,160
3k4/p2p1p1p/7B/8/2P5/4N3/P4r2/2KR4 b - - 1 27,f2a2,160
3k4/p2p1p1p/7B/2P5/8/4N3/r7/2KR4 b - - 0 28,a2a1,160
3k4/p2p1p1p/7B/2P5/8/4N3/2K5/r2R4 b - - 2 29,a1a2,160
3k4/p2p1p1p/7B/2P5/8/4N3/r7/2KR4 b - - 4 30,a2a1,160
3k4/p2p1p1p/7B/2P5/8/4N3/3K4/r2R4 b - - 6 31,a1a2,160
3k4/p2p1p1p/7B/2P5/8/8/r1NK4/3R4 b - - 8 32,a2a6,160
3k4/p2p1p1p/r7/2P3B1/8/8/2NK4/3R4 b - - 10 33,d8e8,160
4k3/p2p1p1p/r7/2P3B1/8/8/2NK4/4R3 b - - 12 34,e8f8,160
5k2/p2pBp1p/r7/2P5/8/8/2NK4/4R3 b - - 14 35,f8g8,160
6k1/p2pBp1p/r7/2P5/8/8/2NK4/6R1 b - - 16 36,g8h8,160
7k/p2p1p1p/r2B4/2P5/8/8/2NK4/6R1 b - - 18 37,h7h5,160
7k/p2p1p2/r7/2P1B2p/8/8/2NK4/6R1 b - - 1 38,h8h7,160
8/p2p1pRk/r7/2P1B2p/8/8/2NK4/8 b - - 3 39,h7h6,160
8/p2p1R2/r6k/2P1B2p/8/8/2NK4/8 b - - 0 40,a6c6,160
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,161
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,g1f3,161
rnbqkb1r/ppp1pppp/3p1n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,e2e3,161
rnbqkb1r/ppp2ppp/3p1n2/4p3/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 4,c2c3,161
rnbqkb1r/ppp2ppp/3p1n2/8/3Pp3/2P1PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,f3h4,161
r1bqkb1r/ppp2ppp/2np1n2/8/3Pp2N/2P1P3/PP3PPP/RNBQKB1R w KQkq - 2 6,f2f3,161
r1bqkb1r/ppp2ppp/2n2n2/3p4/3Pp2N/2P1PP2/PP4PP/RNBQKB1R w KQkq - 0 7,b1d2,161
r2qkb1r/ppp2ppp/2n1bn2/3p4/3Pp2N/2P1PP2/PP1N2PP/R1BQKB1R w KQkq - 2 8,d1c2,161
r2qkb1r/ppp2ppp/2n1b3/3p4/3Pp1nN/2P1PP2/PPQN2PP/R1B1KB1R w KQkq - 4 9,f3g4,161
r3kb1r/ppp2ppp/2n1b3/3p4/3Pp1Pq/2P1P3/PPQN2PP/R1B1KB1R w KQkq - 0 10,g2g3,161
r3kb1r/ppp2ppp/2n1b3/3p4/3Pp1q1/2P1P1P1/PPQN3P/R1B1KB1R w KQkq - 0 11,f1b5,161
r3kb1r/pppb1ppp/2n5/1B1p4/3Pp1q1/2P1P1P1/PPQN3P/R1B1K2R w KQkq - 2 12,c3c4,161
r3kb1r/pppb1ppp/8/1B1p4/1nPPp1q1/4P1P1/PPQN3P/R1B1K2R w KQkq - 1 13,b5d7,161
r3kb1r/pppq1ppp/8/3p4/1nPPp3/4P1P1/PPQN3P/R1B1K2R w KQkq - 0 14,c2b3,161
r3kb1r/pppq1ppp/8/3p4/2PPp3/1Q1nP1P1/PP1N3P/R1B1K2R w KQkq - 2 15,e1d1,161
r3kb1r/ppp2ppp/8/3p4/2PPp1q1/1Q1nP1P1/PP1N3P/R1BK3R w kq - 4 16,d1c2,161
2kr1b1r/ppp2ppp/8/3p4/2PPp1q1/1Q1nP1P1/PPKN3P/R1B4R w - - 6 17,c4d5,161
2kr1b1r/ppp2ppp/8/3P4/1n1Pp1q1/1Q2P1P1/PPKN3P/R1B4R w - - 1 18,c2b1,161
2kr1b1r/ppp2ppp/8/3n4/3Pp1q1/1Q2P1P1/PP1N3P/RKB4R w - - 0 19,d2c4,161
2kr1b1r/ppp2ppp/8/3n4/2NPp3/1Q2PqP1/PP5P/RKB4R w - - 2 20,b3d1,161
2kr1b1r/ppp2ppp/8/3n4/2NPp3/4P1P1/PP5P/RKBq3R w - - 0 21,h1d1,161
2kr1b1r/pp3ppp/8/2pn4/2NPp3/4P1P1/PP5P/RKBR4 w - - 0 22,d4c5,161
2kr3r/pp3ppp/8/2bn4/2N1p3/4P1P1/PP5P/RKBR4 w - - 0 23,c1d2,161
2kr3r/p4ppp/8/1pbn4/2N1p3/4P1P1/PP1B3P/RK1R4 w - - 0 24,c4e5,161
2kr1r2/p4ppp/8/1pbnN3/4p3/4P1P1/PP1B3P/RK1R4 w - - 2 25,a2a3,161
2kr1r2/p5pp/5p2/1pbnN3/4p3/P3P1P1/1P1B3P/RK1R4 w - - 0 26,e5c6,161
2k2r2/p2r2pp/2N2p2/1pbn4/4p3/P3P1P1/1P1B3P/RK1R4 w - - 2 27,d1c1,161
2k2r2/p2r2pp/2N2p2/1p1n4/4p3/P3b1P1/1P1B3P/RKR5 w - - 0 28,d2e3,161
2k2r2/p2r2pp/2N2p2/1p6/4p3/P3n1P1/1P5P/RKR5 w - - 0 29,c6e5,161
3k1r2/p2r2pp/5p2/1p2N3/4p3/P3n1P1/1P5P/RKR5 w - - 2 30,e5d7,161
5r2/p2k2pp/5p2/1p6/4p3/P3n1P1/1P5P/RKR5 w - - 0 31,c1c5,161
5r2/3k2pp/p4p2/1pR5/4p3/P3n1P1/1P5P/RK6 w - - 0 32,b1a2,161
1r6/3k2pp/p4p2/1pR5/4p3/P3n1P1/KP5P/R7 w - - 2 33,a1c1,161
1r6/6pp/p3kp2/1pR5/4p3/P3n1P1/KP5P/2R5 w - - 4 34,c5c6,161
1r6/6pp/p1R2p2/1p3k2/4p3/P3n1P1/KP5P/2R5 w - - 6 35,c6a6,161
1r6/6pp/R4p2/5k2/1p2p3/P3n1P1/KP5P/2R5 w - - 0 36,a3a4,161
1r6/6pp/R4p2/5k2/P3p3/1p2n1P1/KP5P/2R5 w - - 0 37,a2a3,161
1r6/6pp/R4p2/5k2/P1n1p3/Kp4P1/1P5P/2R5 w - - 2 38,c1c4,161
1r6/6pp/R4p2/5k2/P1R5/Kp2p1P1/1P5P/8 w - - 0 39,c4c5,161
1r6/6pp/R4p2/2R5/P3k3/Kp2p1P1/1P5P/8 w - - 2 40,c5c4,161
1r6/6pp/R4p2/8/P1R5/Kp2pkP1/1P5P/8 w - - 4 41,c4c1,161
1r6/6pp/R4p2/8/P7/Kp3kP1/1P2p2P/2R5 w - - 0 42,c1e1,161
1r6/6pp/R4p2/8/P7/Kp4P1/1P2pk1P/4R3 w - - 2 43,e1c1,161
1r6/6pp/R4p2/8/P7/Kp4P1/1P3k1P/2R1q3 w - - 0 44,c1e1,161
1r6/6pp/R4p2/8/P7/Kp4P1/1P5P/4k3 w - - 0 45,a6e6,161
1r6/6pp/4Rp2/8/P7/Kp4P1/1P1k3P/8 w - - 2 46,e6e7,161
6r1/4R1pp/5p2/8/P7/Kp4P1/1P1k3P/8 w - - 4 47,e7b7,161
6r1/1R4p1/5p2/7p/P7/Kp4P1/1P1k3P/8 w - - 0 48,b7b3,161
6r1/8/5p2/6pp/P7/KR4P1/1P1k3P/8 w - - 0 49,b3b5,161
6r1/8/5p2/1R4p1/P6p/K5P1/1P1k3P/8 w - - 0 50,g3h4,161
6r1/8/5p2/1R6/P6p/K7/1P1k3P/8 w - - 0 51,a4a5,161
8/8/5p2/PR6/7p/K7/1P1k2rP/8 w - - 1 52,h2h3,161
8/8/5p2/PR6/7p/K5rP/1P1k4/8 w - - 1 53,b5b3,161
8/8/5p2/P5r1/7p/KR5P/1P1k4/8 w - - 3 54,a5a6,161
8/8/P4p2/r7/7p/KR5P/1P1k4/8 w - - 1 55,a3b4,161
8/8/r4p2/8/1K5p/1R5P/1P1k4/8 w - - 0 56,b3f3,161
8/8/1r3p2/8/1K5p/5R1P/1P1k4/8 w - - 2 57,b4a3,161
8/8/1r3p2/8/7p/K4R1P/1P2k3/8 w - - 4 58,f3b3,161
8/8/5p2/8/7p/Kr5P/1P2k3/8 w - - 0 59,a3b3,161
8/8/5p2/8/7p/1K5P/1P3k2/8 w - - 1 60,b3c2,161
8/8/5p2/8/7p/7P/1PK3k1/8 w - - 3 61,b2b4,161
8/8/5p2/8/1P5p/7k/2K5/8 w - - 0 62,b4b5,161
8/8/8/1P3p2/7p/7k/2K5/8 w - - 0 63,b5b6,161
8/8/1P6/8/5p1p/7k/2K5/8 w - - 0 64,b6b7,161
8/1P6/8/8/7p/5p1k/2K5/8 w - - 0 65,b7b8q,161
1Q6/8/8/8/7p/7k/2K2p2/8 w - - 0 66,b8c8,161
2Q5/8/8/8/7p/8/2K2pk1/8 w - - 2 67,c8g8,161
6Q1/8/8/8/7p/7k/2K2p2/8 w - - 4 68,g8e6,161
8/8/4Q3/8/7p/8/2K2pk1/8 w - - 6 69,e6g6,161
8/8/6Q1/8/7p/7k/2K2p2/8 w - - 8 70,g6f5,161
8/8/8/5Q2/7p/8/2K2pk1/8 w - - 10 71,f5g4,161
8/8/8/8/6Qp/8/2K2p2/5k2 w - - 12 72,g4h4,161
8/8/8/8/7Q/8/2K1kp2/8 w - - 1 73,h4e4,161
8/8/8/8/4Q3/8/2K2p2/5k2 w - - 3 74,e4d3,161
8/8/8/8/8/3Q4/2K2pk1/8 w - - 5 75,d3g6,161
8/8/6Q1/8/8/5k2/2K2p2/8 w - - 7 76,g6f5,161
8/8/8/5Q2/8/8/2K1kp2/8 w - - 9 77,f5e4,161
8/8/8/8/4Q3/8/2K2p2/5k2 w - - 11 78,c2d1,161
8/8/8/8/4Q3/8/5p2/3K2k1 w - - 13 79,e4g4,161
8/8/8/8/6Q1/8/5p2/3K1k2 w - - 15 80,g4h3,161
8/8/8/8/8/7Q/5p2/3K2k1 w - - 17 81,d1e2,161
8/8/8/8/8/7Q/4K3/5qk1 w - - 0 82,h3f1,161
8/8/8/8/8/8/4K2k/5Q2 w - - 1 83,f1f3,161
8/8/8/8/8/5Q2/4K3/6k1 w - - 3 84,f3f2,161
8/8/8/8/8/8/4KQ2/7k w - - 5 85,f2f3,161
8/8/8/8/8/5Q2/4K3/6k1 w - - 7 86,f3f4,161
8/8/8/8/5Q2/8/4K3/7k w - - 9 87,e2f1,161
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,162
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,g1f3,162
rnbqkb1r/pppp1ppp/4pn2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,e2e3,162
rnbqk2r/pppp1ppp/4pn2/8/1b1P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 1 4,c2c3,162
rnbqk2r/pppp1ppp/4pn2/b7/3P4/2P1PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,f1d3,162
rnbqk2r/ppp2ppp/4pn2/b2p4/3P4/2PBPN2/PP3PPP/RNBQK2R w KQkq - 0 6,b1d2,162
rnbqk2r/pp3ppp/2p1pn2/b2p4/3P4/2PBPN2/PP1N1PPP/R1BQK2R w KQkq - 0 7,e1g1,162
rnbqk2r/p4ppp/2p1pn2/bp1p4/3P4/2PBPN2/PP1N1PPP/R1BQ1RK1 w kq - 0 8,d1e2,162
