fen,move,game_id
r2qk3/ppp2p1p/4b3/3n4/6r1/5Q2/PPP2PPP/R3KB1R b KQq - 0 14,d8f6,467
r3k3/ppp2p1p/4bq2/3n4/6r1/8/PPP1QPPP/R3KB1R b KQq - 2 15,f6b2,467
r3k3/ppp2p1p/4b3/3n4/6r1/8/PqP2PPP/R2QKB1R b KQq - 1 16,b2c3,467
r3k3/ppp2p1p/4b3/3n4/6r1/2q5/P1PQ1PPP/R3KB1R b KQq - 3 17,c3a1,467
r3k3/ppp2p1p/4b3/3n4/6r1/8/P1PQKPPP/q4B1R b q - 1 18,d5c3,467
r3k3/ppp2p1p/4b3/8/6r1/2n2K2/P1PQ1PPP/q4B1R b q - 3 19,c3e4,467
r3k3/ppp2p1p/4b3/8/4n1r1/4QK2/P1P2PPP/q4B1R b q - 5 20,e8c8,467
2kr4/ppp2p1p/4b3/8/4n1r1/4QK1P/P1P2PP1/q4B1R b - - 0 21,a1d1,467
2kr4/ppp2p1p/4b3/8/4n1r1/4QK1P/P1P1BPP1/3q3R b - - 2 22,d1h1,467
2kr4/ppp2p1p/4b3/8/4n1P1/4QK2/P1P1BPP1/7q b - - 0 23,e4d2,467
2kr4/ppp2p1p/4b3/8/6P1/5K2/P1PQBPP1/7q b - - 0 24,d8d2,467
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,468
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,468
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,d7d5,468
r1bqkbnr/ppp2ppp/2n5/3Pp3/8/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 0 4,c6d4,468
r1bqkbnr/ppp2ppp/8/3PN3/3n4/2N5/PPPP1PPP/R1BQKB1R b KQkq - 0 5,d8d6,468
r1b1kbnr/ppp2ppp/3q4/3P4/2Nn4/2N5/PPPP1PPP/R1BQKB1R b KQkq - 2 6,d6e7,468
r1b1kbnr/ppp1qppp/8/3P4/3n4/2N1N3/PPPP1PPP/R1BQKB1R b KQkq - 4 7,e7f6,468
r1b1kbnr/ppp2ppp/5q2/3P4/3n4/2NPN3/PPP2PPP/R1BQKB1R b KQkq - 0 8,f8c5,468
r1b1k1nr/ppp2ppp/5q2/2bP4/2Nn4/2NP4/PPP2PPP/R1BQKB1R b KQkq - 2 9,f6e7,468
r1b1k1nr/ppp1qppp/8/2bP4/2Nn4/2NPB3/PPP2PPP/R2QKB1R b KQkq - 4 10,c5b4,468
r1b1k1nr/ppp1qppp/8/3P4/1bNn4/P1NPB3/1PP2PPP/R2QKB1R b KQkq - 0 11,b4c3,468
r1b1k1nr/ppp1qppp/8/3P4/2Nn4/P1PPB3/2P2PPP/R2QKB1R b KQkq - 0 12,d4b3,468
r1b1k1nr/ppp1qppp/8/3P4/2N5/PPPPB3/5PPP/R2QKB1R b KQkq - 0 13,b7b5,468
r1b1k1nr/p1p1qppp/8/Np1P4/8/PPPPB3/5PPP/R2QKB1R b KQkq - 1 14,e7e5,468
r1b1k1nr/p1p2ppp/8/Np1Pq3/3P4/PPP1B3/5PPP/R2QKB1R b KQkq - 0 15,e5d5,468
r1b1k1nr/p1p2ppp/8/Np1q4/2PP4/PP2B3/5PPP/R2QKB1R b KQkq - 0 16,b5c4,468
r1b1k1nr/p1p2ppp/8/N2q4/2PP4/P3B3/5PPP/R2QKB1R b KQkq - 0 17,d5a5,468
r1b1k1nr/p1p2ppp/8/q7/2PP4/P7/3B1PPP/R2QKB1R b KQkq - 1 18,a5b6,468
r1b1k1nr/p1p2ppp/1q6/2P5/3P4/P7/3B1PPP/R2QKB1R b KQkq - 0 19,b6e6,468
r1b1k1nr/p1p2ppp/4q3/2P5/3P4/P7/3BBPPP/R2QK2R b KQkq - 2 20,c8a6,468
r3k1nr/p1p2ppp/b3q3/2P5/3P4/P3B3/4BPPP/R2QK2R b KQkq - 4 21,e6d5,468
r3k1nr/p1p2ppp/B7/2Pq4/3P4/P3B3/5PPP/R2QK2R b KQkq - 0 22,d5g2,468
r3k1nr/p1p2ppp/B7/2P5/3P4/P3B3/5PqP/R2QKR2 b Qkq - 1 23,g2h2,468
r3k1nr/p1p2ppp/B7/2P5/3P4/P3BQ2/5P1q/R3KR2 b Qkq - 1 24,a8b8,468
1r2k1nr/p1p2ppp/B7/2P5/3P4/P3BQ2/5P1q/2KR1R2 b k - 3 25,g8f6,468
1r2k2r/p1p2ppp/B4n2/2P5/3P1B2/P4Q2/5P1q/2KR1R2 b k - 5 26,h2h4,468
1r2k2r/pBp2ppp/5n2/2P5/3P1B1q/P4Q2/5P2/2KR1R2 b k - 7 27,e8g8,468
1r3rk1/pBB2ppp/5n2/2P5/3P3q/P4Q2/5P2/2KR1R2 b - - 0 28,h4h5,468
1r3rk1/pBB2ppp/5n2/2P4Q/3P4/P7/5P2/2KR1R2 b - - 0 29,f6h5,468
1B3rk1/pB3ppp/8/2P4n/3P4/P7/5P2/2KR1R2 b - - 0 30,f8b8,468
1r4k1/pB3ppp/2P5/7n/3P4/P7/5P2/2KR1R2 b - - 0 31,h5f6,468
1r4k1/pB3ppp/2P2n2/8/3P4/P7/3R1P2/2K2R2 b - - 2 32,f6e8,468
1r2n1k1/pB3ppp/2P5/8/3P4/P7/4RP2/2K2R2 b - - 4 33,e8c7,468
1r4k1/pBn2ppp/2P5/8/3P4/P7/4RP2/2K1R3 b - - 6 34,h7h5,468
1r4k1/pBn2pp1/2P5/3P3p/8/P7/4RP2/2K1R3 b - - 0 35,c7d5,468
1r4k1/p4pp1/B1P5/3n3p/8/P7/4RP2/2K1R3 b - - 1 36,b8b6,468
6k1/p4pp1/1rP5/3n3p/2B5/P7/4RP2/2K1R3 b - - 3 37,b6c6,468
6k1/p4pp1/2r5/3n3p/2B5/P7/2R2P2/2K1R3 b - - 1 38,d5f4,468
6k1/p4pp1/2r5/7p/2B2n2/P7/2R2P2/1K2R3 b - - 3 39,c6b6,468
6k1/p4pp1/1r6/7p/2B2n2/P7/K1R2P2/4R3 b - - 5 40,h5h4,468
6k1/p4pp1/1r6/8/2B1Rn1p/P7/K1R2P2/8 b - - 1 41,f4e6,468
6k1/p4pp1/1r2n3/8/2B1R2p/P7/K3RP2/8 b - - 3 42,h4h3,468
6k1/p4pp1/1r2B3/8/4R3/P6p/K3RP2/8 b - - 0 43,f7e6,468
6k1/p5p1/1r2R3/8/8/P6p/K3RP2/8 b - - 0 44,h3h2,468
6k1/p5p1/1r2R3/8/8/P7/K4P1p/4R3 b - - 1 45,b6e6,468
6k1/p5p1/4r3/8/8/P7/K4P1p/7R b - - 1 46,e6h6,468
6k1/p5p1/7r/8/8/P7/5P1p/1K5R b - - 3 47,g8f7,468
8/p4kp1/7r/8/8/P7/2K2P1p/7R b - - 5 48,f7f6,468
8/p5p1/5k1r/8/8/P7/5P1p/3K3R b - - 7 49,f6f5,468
8/p5p1/7r/5k2/8/P7/4KP1p/7R b - - 9 50,f5f4,468
8/p5p1/7r/8/5k2/P7/5P1p/5K1R b - - 11 51,f4f3,468
8/p5p1/7r/8/P7/5k2/5P1p/5K1R b - - 0 52,g7g5,468
8/p7/7r/P5p1/8/5k2/5P1p/5K1R b - - 0 53,g5g4,468
8/p7/P6r/8/6p1/5k2/5P1p/5K1R b - - 0 54,g4g3,468
8/p7/P6r/8/8/5kP1/7p/5K1R b - - 0 55,f3g3,468
8/p7/P6r/8/8/6k1/7p/5KR1 b - - 1 56,g3h3,468
8/p7/P6r/8/8/7k/7p/5K1R b - - 3 57,h6f6,468
8/p7/P4r2/8/8/7k/4K2p/7R b - - 5 58,h3g2,468
8/p7/P4r2/8/8/8/4K1kp/4R3 b - - 7 59,h2h1q,468
8/p7/P4r2/8/8/8/4K1k1/7R b - - 0 60,g2h1,468
8/p7/P4r2/8/8/3K4/8/7k b - - 1 61,f6a6,468
8/p7/r7/8/8/8/2K5/7k b - - 1 62,a6b6,468
8/p7/1r6/8/8/2K5/8/7k b - - 3 63,h1g2,468
8/p7/1r6/8/2K5/8/6k1/8 b - - 5 64,g2f3,468
8/p7/1r6/2K5/8/5k2/8/8 b - - 7 65,f3e4,468
8/p7/1r6/8/2K1k3/8/8/8 b - - 9 66,e4e5,468
8/p7/1r6/2K1k3/8/8/8/8 b - - 11 67,e5e6,468
8/p7/1r2k3/8/2K5/8/8/8 b - - 13 68,e6d6,468
8/p7/1r1k4/8/3K4/8/8/8 b - - 15 69,d6c6,468
8/p7/1rk5/8/2K5/8/8/8 b - - 17 70,a7a6,468
8/8/prk5/8/8/2K5/8/8 b - - 1 71,a6a5,468
8/8/1rk5/p7/3K4/8/8/8 b - - 1 72,a5a4,468
8/8/1rk5/4K3/p7/8/8/8 b - - 1 73,a4a3,468
8/8/1rk1K3/8/8/p7/8/8 b - - 1 74,a3a2,468
8/4K3/1rk5/8/8/8/p7/8 b - - 1 75,a2a1q,468
3K4/8/1rk5/8/8/8/8/q7 b - - 1 76,a1a7,468
4K3/q7/1rk5/8/8/8/8/8 b - - 3 77,b6b8,468
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,469
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,469
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,f1c4,469
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,d2d4,469
r1bqkb1r/pppp1ppp/5n2/4p3/2BnP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,f3d4,469
r1bqk2r/pppp1ppp/5n2/2b1p3/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 1 6,c1e3,469
r1bq1rk1/pppp1ppp/5n2/2b1p3/2BNP3/4B3/PPP2PPP/RN1QK2R w KQ - 3 7,d4f5,469
r1bq1rk1/pppp1ppp/8/2b1pN2/2B1n3/4B3/PPP2PPP/RN1QK2R w KQ - 0 8,e3c5,469
r1bq1rk1/pppp1ppp/8/2n1pN2/2B5/8/PPP2PPP/RN1QK2R w KQ - 0 9,d1d5,469
r1bq1rk1/pppp1ppp/4n3/3QpN2/2B5/8/PPP2PPP/RN2K2R w KQ - 2 10,d5e5,469
r1bq1rk1/ppp2ppp/3pn3/4QN2/2B5/8/PPP2PPP/RN2K2R w KQ - 0 11,e5c3,469
r1bq1rk1/ppp3pp/3pnp2/5N2/2B5/2Q5/PPP2PPP/RN2K2R w KQ - 0 12,c4e6,469
r2q1rk1/ppp3pp/3pbp2/5N2/8/2Q5/PPP2PPP/RN2K2R w KQ - 0 13,c3f3,469
r2q1rk1/ppp3pp/3p1p2/5b2/8/5Q2/PPP2PPP/RN2K2R w KQ - 0 14,f3f5,469
r2qr1k1/ppp3pp/3p1p2/5Q2/8/8/PPP2PPP/RN2K2R w KQ - 1 15,e1d1,469
r2q2k1/ppp3pp/3p1p2/4rQ2/8/8/PPP2PPP/RN1K3R w - - 3 16,f5d3,469
r5k1/pppq2pp/3p1p2/4r3/8/3Q4/PPP2PPP/RN1K3R w - - 5 17,h1e1,469
4r1k1/pppq2pp/3p1p2/4r3/8/3Q4/PPP2PPP/RN1KR3 w - - 7 18,e1e5,469
6k1/pppq2pp/3p1p2/4r3/8/3Q4/PPP2PPP/RN1K4 w - - 0 19,d3b3,469
5k2/pppq2pp/3p1p2/4r3/8/1Q6/PPP2PPP/RN1K4 w - - 2 20,b3b7,469
8/pQpq1kpp/3p1p2/4r3/8/8/PPP2PPP/RN1K4 w - - 1 21,b7b3,469
8/p1pqk1pp/3p1p2/4r3/8/1Q6/PPP2PPP/RN1K4 w - - 3 22,b1c3,469
8/p1p1k1pp/3p1p2/4r3/6q1/1QN5/PPP2PPP/R2K4 w - - 5 23,f2f3,469
8/p1p1k1pp/3p1p2/4r3/3q4/1QN2P2/PPP3PP/R2K4 w - - 1 24,d1c1,469
8/p1p1k1pp/3p1p2/8/3q4/1QN2P2/PPP3PP/R1K1r3 w - - 3 25,c3d1,469
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,470
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,470
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,f1c4,470
r1bqkbnr/ppp2ppp/2np4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,d2d4,470
r2qkbnr/ppp2ppp/2npb3/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 5,d4d5,470
r2qkbnr/ppp2ppp/2np4/3Pp3/2B1P1b1/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6,d5c6,470
r2qkbnr/p1p2ppp/2pp4/4p3/2B1P1b1/5N2/PPP2PPP/RNBQK2R w KQkq - 0 7,h2h3,470
r2qkbnr/p1p2ppp/2pp4/4p3/2B1P3/5b1P/PPP2PP1/RNBQK2R w KQkq - 0 8,d1f3,470
r2qkbnr/p1p2ppp/2p5/3pp3/2B1P3/5Q1P/PPP2PP1/RNB1K2R w KQkq - 0 9,e4d5,470
r2qkbnr/p1p2ppp/8/3pp3/2B5/5Q1P/PPP2PP1/RNB1K2R w KQkq - 0 10,c4b5,470
r2q1bnr/p1p1kppp/8/1B1pp3/8/5Q1P/PPP2PP1/RNB1K2R w KQ - 2 11,b1c3,470
1r1q1bnr/p1p1kppp/8/1B1pp3/8/2N2Q1P/PPP2PP1/R1B1K2R w KQ - 4 12,c3d5,470
1r1q1bnr/p1p2ppp/4k3/1B1Np3/8/5Q1P/PPP2PP1/R1B1K2R w KQ - 1 13,b5c4,470
1r1q1bnr/p4ppp/2p1k3/3Np3/2B5/5Q1P/PPP2PP1/R1B1K2R w KQ - 0 14,d5b4,470
1r1q1bnr/p3kppp/2p5/4p3/1NB5/5Q1P/PPP2PP1/R1B1K2R w KQ - 2 15,b4c6,470
1r1qkbnr/p4ppp/2N5/4p3/2B5/5Q1P/PPP2PP1/R1B1K2R w KQ - 1 16,c6d8,470
1r1k1bnr/p4ppp/8/4p3/2B5/5Q1P/PPP2PP1/R1B1K2R w KQ - 0 17,f3d3,470
1r2kbnr/p4ppp/8/4p3/2B5/3Q3P/PPP2PP1/R1B1K2R w KQ - 2 18,c4b5,470
1r3bnr/p3kppp/8/1B2p3/8/3Q3P/PPP2PP1/R1B1K2R w KQ - 4 19,d3a3,470
1r3bnr/p4ppp/4k3/1B2p3/8/Q6P/PPP2PP1/R1B1K2R w KQ - 6 20,b5c4,470
1r3bnr/p4ppp/5k2/4p3/2B5/Q6P/PPP2PP1/R1B1K2R w KQ - 8 21,a3a6,470
1r3bnr/p3kppp/Q7/4p3/2B5/7P/PPP2PP1/R1B1K2R w KQ - 10 22,c1g5,470
1r3bnr/p3k1pp/Q4p2/4p1B1/2B5/7P/PPP2PP1/R3K2R w KQ - 0 23,a6a3,470
1r2kbnr/p5pp/5p2/4p1B1/2B5/Q6P/PPP2PP1/R3K2R w KQ - 2 24,a3a4,470
1r3bnr/p3k1pp/5p2/4p1B1/Q1B5/7P/PPP2PP1/R3K2R w KQ - 4 25,a4a7,470
1r1k1bnr/Q5pp/5p2/4p1B1/2B5/7P/PPP2PP1/R3K2R w KQ - 1 26,a7b8,470
1Q3bnr/3k2pp/5p2/4p1B1/2B5/7P/PPP2PP1/R3K2R w KQ - 1 27,b8f8,470
5Qnr/3k2pp/8/4p1p1/2B5/7P/PPP2PP1/R3K2R w KQ - 0 28,f8g7,470
7r/3kn1Qp/8/4p1p1/2B5/7P/PPP2PP1/R3K2R w KQ - 1 29,g7h8,470
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,471
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,471
r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,d7d5,471
r1bqkbnr/ppp2ppp/2n5/1B1pp3/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 4,d5e4,471
r1bqkbnr/ppp2ppp/2B5/4p3/3Pp3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5,b7c6,471
r1bqkbnr/p1p2ppp/2p5/4N3/3Pp3/8/PPP2PPP/RNBQK2R b KQkq - 0 6,f8d6,471
r1bqk1nr/p1p2ppp/2pb4/4N3/3Pp3/2N5/PPP2PPP/R1BQK2R b KQkq - 2 7,d6e5,471
r1bqk1nr/p1p2ppp/2p5/4P3/4p3/2N5/PPP2PPP/R1BQK2R b KQkq - 0 8,d8d1,471
r1b1k1nr/p1p2ppp/2p5/4P3/4p3/8/PPP2PPP/R1BNK2R b KQkq - 0 9,f7f6,471
r1b1k1nr/p1p3pp/2p2P2/8/4p3/8/PPP2PPP/R1BNK2R b KQkq - 0 10,g8f6,471
r1b1k2r/p1p3pp/2p2n2/8/4p3/8/PPP2PPP/R1BN1RK1 b kq - 1 11,e8g8,471
r1b2rk1/p1p3pp/2p2n2/8/4p3/7P/PPP2PP1/R1BN1RK1 b - - 0 12,c8a6,471
r4rk1/p1p3pp/b1p2n2/8/4p3/7P/PPP2PP1/R1BNR1K1 b - - 2 13,f8e8,471
r3r1k1/p1p3pp/b1p2n2/6B1/4p3/7P/PPP2PP1/R2NR1K1 b - - 4 14,h7h6,471
r3r1k1/p1p3p1/b1p2B1p/8/4p3/7P/PPP2PP1/R2NR1K1 b - - 0 15,g7f6,471
r3r1k1/p1p5/b1p2p1p/8/P3p3/7P/1PP2PP1/R2NR1K1 b - - 0 16,a8b8,471
1r2r1k1/p1p5/b1p2p1p/8/P3p3/1P5P/2P2PP1/R2NR1K1 b - - 0 17,c6c5,471
1r2r1k1/p1p5/b4p1p/2p5/P3p3/1P5P/2P2PP1/1R1NR1K1 b - - 1 18,f6f5,471
1r2r1k1/p1p5/b6p/2p2p2/P3p3/1P3P1P/2P3P1/1R1NR1K1 b - - 0 19,c5c4,471
1r2r1k1/p1p5/b6p/5p2/P1p1p3/1PN2P1P/2P3P1/1R2R1K1 b - - 1 20,c4b3,471
1r2r1k1/p1p5/b6p/5p2/P3p3/1PN2P1P/6P1/1R2R1K1 b - - 0 21,a6d3,471
1r2r1k1/p1p5/7p/5p2/P3p3/1PNb1P1P/1R4P1/4R1K1 b - - 2 22,e4f3,471
1r2R1k1/p1p5/7p/5p2/P7/1PNb1p1P/1R4P1/6K1 b - - 0 23,b8e8,471
4r1k1/p1p5/7p/5p2/P7/1PNb1P1P/1R6/6K1 b - - 0 24,e8e1,471
6k1/p1p5/7p/5p2/P7/1PNb1P1P/1R3K2/4r3 b - - 2 25,e1c1,471
6k1/p1p5/7p/5p2/P7/1P1b1P1P/1R2NK2/2r5 b - - 4 26,d3e2,471
6k1/p1p5/7p/5p2/P7/1P3P1P/4RK2/2r5 b - - 0 27,c1c3,471
6k1/p1p5/7p/5p2/P7/1Pr1RP1P/5K2/8 b - - 2 28,c3c2,471
6k1/p1p5/7p/5p2/P7/1P2RPKP/2r5/8 b - - 4 29,g8g7,471
8/p1p3k1/7p/5p2/P4P2/1P2R1KP/2r5/8 b - - 0 30,g7g6,471
8/p1p5/6kp/5p2/P4P1P/1P2R1K1/2r5/8 b - - 0 31,g6h5,471
8/p1p5/7p/4Rp1k/P4P1P/1P4K1/2r5/8 b - - 2 32,c2c3,471
8/p1p5/7p/4Rp1k/P4P1P/1Pr5/5K2/8 b - - 4 33,h5h4,471
8/p1p5/7p/5R2/P4P1k/1Pr5/5K2/8 b - - 0 34,c3b3,471
8/p1p5/5R1p/8/P4P1k/1r6/5K2/8 b - - 1 35,b3b2,471
8/p1p5/5R1p/8/P4P1k/5K2/1r6/8 b - - 3 36,b2b3,471
8/p1p5/5R1p/8/P4P1k/1r6/6K1/8 b - - 5 37,b3b2,471
8/p1p5/5R1p/8/P4P1k/5K2/1r6/8 b - - 7 38,b2b3,471
8/p1p5/5R1p/8/P4P1k/1r6/6K1/8 b - - 9 39,b3g3,471
8/p1p5/5R1p/8/P4P1k/6r1/5K2/8 b - - 11 40,g3g4,471
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,472
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,472
r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,d7d5,472
r1bqkbnr/ppp2ppp/2n5/3pp3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 4,d5e4,472
r1bqkbnr/ppp2ppp/2n5/4p3/3PN3/5N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,e5d4,472
r1bqkbnr/ppp2ppp/2n5/8/3NN3/8/PPP2PPP/R1BQKB1R b KQkq - 0 6,c6d4,472
r1bqkbnr/ppp2ppp/8/6B1/3nN3/8/PPP2PPP/R2QKB1R b KQkq - 1 7,f8e7,472
r1bqk1nr/ppp1Bppp/8/8/3nN3/8/PPP2PPP/R2QKB1R b KQkq - 0 8,e8e7,472
r1bq2nr/ppp1kppp/8/8/3nN3/8/PPPQ1PPP/R3KB1R b KQ - 1 9,g8f6,472
r1bq3r/ppp1kppp/5N2/8/3n4/8/PPPQ1PPP/R3KB1R b KQ - 0 10,e7f6,472
r1bq3r/ppp2ppp/5k2/8/3n4/8/PPPQ1PPP/2KR1B1R b - - 1 11,c7c5,472
r1bq3r/pp3ppp/5k2/2p5/1P1n4/8/P1PQ1PPP/2KR1B1R b - - 0 12,b7b6,472
r1bq3r/p4ppp/1p3k2/2P5/3n4/8/P1PQ1PPP/2KR1B1R b - - 0 13,b6c5,472
r1bq3r/p4ppp/5k2/2p5/3n4/2P5/P2Q1PPP/2KR1B1R b - - 0 14,c8g4,472
r2q3r/p4ppp/5k2/2p5/3n1Qb1/2P5/P4PPP/2KR1B1R b - - 2 15,f6e7,472
r2q3r/p3kppp/8/2p5/3n2Q1/2P5/P4PPP/2KR1B1R b - - 0 16,f7f5,472
r2q3r/p3k1Qp/8/2p2p2/3n4/2P5/P4PPP/2KR1B1R b - - 0 17,e7d6,472
r2q3r/p5Qp/3k4/2p2p2/3P4/8/P4PPP/2KR1B1R b - - 0 18,c5c4,472
r2q3r/p6p/3k4/4Qp2/2pP4/8/P4PPP/2KR1B1R b - - 1 19,d6c6,472
r2q3r/p6p/2k5/3PQp2/2p5/8/P4PPP/2KR1B1R b - - 0 20,c6c5,472
r2q3r/p6p/8/2kP1p2/2pQ4/8/P4PPP/2KR1B1R b - - 2 21,c5d6,472
r2q3r/p6p/3k4/3P1p2/2BQ4/8/P4PPP/2KR3R b - - 0 22,a8c8,472
2rq3r/p6p/3k4/3P1p2/2B2Q2/8/P4PPP/2KR3R b - - 2 23,d6e7,472
2rq3r/p3k2p/8/3P1p2/2B2Q2/8/P4PPP/2K1R2R b - - 4 24,e7f6,472
2rq3r/p6p/4Rk2/3P1p2/2B2Q2/8/P4PPP/2K4R b - - 6 25,f6g7,472
2rq3r/p5kp/4R2Q/3P1p2/2B5/8/P4PPP/2K4R b - - 8 26,g7f7,472
2rq3r/p4k1p/5R1Q/3P1p2/2B5/8/P4PPP/2K4R b - - 10 27,f7e7,472
2rq3r/p3k2p/3P1R1Q/5p2/2B5/8/P4PPP/2K4R b - - 0 28,e7d7,472
2rq3r/p2k3p/3P1R2/5p2/2B5/7Q/P4PPP/2K4R b - - 2 29,c8c4,472
3q3r/p2k3p/3P1R2/5p2/2r5/7Q/PK3PPP/7R b - - 1 30,d8b8,472
1q5r/p2k3p/3P1R2/5p2/2r5/K6Q/P4PPP/7R b - - 3 31,b8b4,472
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,473
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,473
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,474
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4e5,474
r1bqkbnr/ppp1pppp/2n5/3pP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,d2d4,474
r1bqkbnr/ppp1pppp/8/3pP3/3n4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,d1d4,474
r1bqkbnr/1pp1pppp/p7/3pP3/3Q4/8/PPP2PPP/RNB1KBNR w KQkq - 0 5,c2c4,474
r2qkbnr/1pp1pppp/p7/3pPb2/2PQ4/8/PP3PPP/RNB1KBNR w KQkq - 1 6,c4d5,474
r2qkbnr/1pp1p1pp/p4p2/3PPb2/3Q4/8/PP3PPP/RNB1KBNR w KQkq - 0 7,d5d6,474
r2qkbnr/1p2p1pp/p2p1p2/4Pb2/3Q4/8/PP3PPP/RNB1KBNR w KQkq - 0 8,e5f6,474
r2qkb1r/1p2p1pp/p2p1n2/5b2/3Q4/8/PP3PPP/RNB1KBNR w KQkq - 0 9,d4f4,474
r2qkb1r/1p4pp/p2ppn2/5b2/5Q2/8/PP3PPP/RNB1KBNR w KQkq - 0 10,g1f3,474
r2qkb1r/1p4pp/p2pp3/3n1b2/5Q2/5N2/PP3PPP/RNB1KB1R w KQkq - 2 11,f4a4,474
r2qkb1r/6pp/p2pp3/1p1n1b2/Q7/5N2/PP3PPP/RNB1KB1R w KQkq - 0 12,a4d4,474
r1q1kb1r/6pp/p2pp3/1p1n1b2/3Q4/5N2/PP3PPP/RNB1KB1R w KQkq - 2 13,b1c3,474
r1q1kb1r/6pp/p2pp3/1p3b2/3Q4/2n2N2/PP3PPP/R1B1KB1R w KQkq - 0 14,b2c3,474
r1q1kb1r/6pp/p2p4/1p2pb2/3Q4/2P2N2/P4PPP/R1B1KB1R w KQkq - 0 15,d4d5,474
2q1kb1r/r5pp/p2p4/1p1Qpb2/8/2P2N2/P4PPP/R1B1KB1R w KQk - 2 16,c1a3,474
4kb1r/r5pp/p2p4/1p1Qpb2/8/B1q2N2/P4PPP/R3KB1R w KQk - 0 17,e1e2,474
4kb1r/r5pp/p2p4/1p1Qpb2/8/B4N2/P3KPPP/q4B1R w k - 0 18,d5c6,474
4kb1r/3r2pp/p1Qp4/1p2pb2/8/B4N2/P3KPPP/q4B1R w k - 2 19,c6a8,474
Q4b1r/3rk1pp/p2p4/1p2pb2/8/B4N2/P3KPPP/q4B1R w - - 4 20,a8a6,474
5b1r/3rk1pp/Q2p4/1p2pb2/8/B4N2/q3KPPP/5B1R w - - 0 21,e2e1,474
5b1r/3rk1pp/Q2p4/1p2pb2/8/B4N2/5PPP/q3KB1R w - - 2 22,e1e2,474
5b1r/3rk1pp/Q2p4/1p2pb2/8/B4N2/q3KPPP/5B1R w - - 4 23,e2e1,474
5b1r/3rk1pp/Q2p4/4pb2/1p6/B4N2/q4PPP/4KB1R w - - 0 24,f3h4,474
5b1r/3rk1pp/Q2p4/4pb2/1p5N/B7/5PPP/q3KB1R w - - 2 25,e1e2,474
5b1r/3rk1pp/Q2p4/4p3/1p2b2N/B7/4KPPP/q4B1R w - - 4 26,e2e3,474
5b1r/3rk1pp/Q2p4/4p3/1p1qb2N/B3K3/5PPP/5B1R w - - 6 27,e3e2,474
